,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,file
0,34.875,120.123046875,42.65625,96.90087890625,58.21875,71.20654296875,73.78125,76.63720703125,78.96875,102.65576171875,102.3125,121.1767578125,66.0,73.921875,78.96875,35.21826171875,78.96875,32.62451171875,86.75,6.80859375,40.0625,73.5166015625,50.4375,55.5224609375,63.40625,34.97509765625,91.9375,38.0146484375,99.71875,58.88623046875,112.6875,74.6513671875,382-2.png
1,69.75,120.80859375,72.1875,98.9091796875,47.8125,76.5908203125,38.0625,76.4384765625,45.375,93.615234375,33.1875,112.9248046875,42.9375,76.5146484375,64.875,40.294921875,67.3125,37.8955078125,84.375,21.099609375,62.4375,64.6318359375,57.5625,45.0556640625,67.3125,37.8955078125,62.4375,42.6943359375,47.8125,61.9658203125,60.0,71.90625,262-2.png
2,35.4375,167.4755859375,59.71875,140.10498046875,49.3125,91.3798828125,66.65625,88.18212890625,77.0625,129.9697265625,101.34375,158.09912109375,56.25,88.01953125,87.46875,57.28857421875,87.46875,57.28857421875,97.875,26.232421875,45.84375,108.66943359375,66.65625,81.24462890625,73.59375,57.07177734375,101.34375,54.03662109375,108.28125,78.42626953125,118.6875,102.8701171875,537-2.png
3,228.0,1034.90625,244.625,802.416015625,344.375,621.099609375,460.75,606.29296875,710.125,709.939453125,660.25,958.53515625,394.25,621.87890625,410.875,256.388671875,410.875,189.888671875,427.5,23.8984375,144.875,451.732421875,194.75,386.01171875,294.5,237.9453125,527.25,258.20703125,643.625,376.400390625,776.625,478.228515625,476-2.png
4,92.375,537.568359375,92.375,417.724609375,129.25,298.45703125,212.21875,290.53466796875,295.1875,411.6748046875,350.5,513.9453125,166.125,299.033203125,156.90625,132.95166015625,166.125,114.658203125,166.125,31.689453125,46.28125,204.97314453125,46.28125,140.44189453125,101.59375,132.08740234375,221.4375,133.9599609375,249.09375,162.04833984375,249.09375,235.79833984375,63.png
5,48.3125,203.6767578125,85.1875,141.5654296875,85.1875,104.6904296875,118.375,105.208984375,158.9375,135.3427734375,133.125,182.876953125,99.9375,104.9208984375,103.625,60.728515625,103.625,49.666015625,99.9375,12.7333984375,33.5625,133.3837890625,59.375,100.599609375,77.8125,60.3251953125,129.4375,61.1318359375,155.25,94.72265625,181.0625,124.6259765625,88.png
6,140.15625,165.09619140625,71.875,124.498046875,111.40625,103.55322265625,125.78125,103.77783203125,68.28125,128.03564453125,43.125,170.767578125,118.59375,103.66552734375,122.1875,53.4091796875,122.1875,46.2216796875,122.1875,13.8779296875,50.3125,59.4736328125,79.0625,59.9228515625,100.625,53.072265625,143.75,53.74609375,158.125,75.533203125,115.0,74.859375,176.png
7,40.75,122.07421875,54.5,103.0390625,82.0,89.71875,73.75,86.83984375,46.25,102.91015625,57.25,136.08203125,76.5,86.8828125,71.0,56.546875,71.0,59.296875,57.25,37.08203125,54.5,75.5390625,65.5,70.2109375,76.5,56.6328125,68.25,56.50390625,51.75,67.24609375,35.25,66.98828125,323-3.png
8,279.25,561.61328125,310.09375,428.43896484375,197.0,272.453125,125.03125,271.32861328125,94.1875,435.3466796875,42.78125,557.91845703125,166.15625,271.97119140625,207.28125,118.39501953125,217.5625,97.9931640625,248.40625,16.22509765625,310.09375,305.06396484375,268.96875,211.89013671875,268.96875,119.35888671875,145.59375,117.43115234375,83.90625,198.71728515625,42.78125,280.32470703125,406.png
9,29.65625,131.47900390625,43.875,103.263671875,69.46875,89.44482421875,86.53125,89.71142578125,103.59375,109.88427734375,129.1875,133.0341796875,78.0,89.578125,72.3125,55.3642578125,72.3125,55.3642578125,72.3125,24.0830078125,58.09375,89.26708984375,58.09375,75.04833984375,58.09375,55.14208984375,89.375,55.630859375,97.90625,72.82666015625,112.125,95.798828125,360.png
10,36.375,174.521484375,46.78125,122.65283203125,67.59375,91.75927734375,91.875,88.669921875,105.75,130.51171875,119.625,172.353515625,81.46875,88.50732421875,74.53125,57.18017578125,74.53125,46.77392578125,71.0625,15.5009765625,36.375,115.552734375,43.3125,87.9111328125,53.71875,56.85498046875,98.8125,54.0908203125,109.21875,85.47216796875,123.09375,123.84521484375,412.png
11,93.5,164.2265625,109.75,138.48046875,87.0,112.125,80.5,115.2734375,100.0,135.078125,87.0,164.125,83.75,115.32421875,90.25,66.67578125,87.0,66.625,100.0,37.578125,64.25,72.76953125,77.25,72.97265625,96.75,70.02734375,77.25,66.47265625,54.5,72.6171875,51.25,72.56640625,348.png
12,933.625,817.306640625,891.1875,540.7998046875,891.1875,562.0185546875,763.875,623.685546875,827.53125,730.77392578125,997.28125,839.52001953125,827.53125,582.24267578125,657.78125,240.09033203125,636.5625,218.5400390625,530.46875,68.35107421875,1060.9375,119.0771484375,912.40625,201.63134765625,763.875,199.310546875,530.46875,259.31982421875,381.9375,320.6552734375,233.40625,275.89697265625,437-3.png
13,96.75,121.32421875,110.34375,94.34912109375,83.15625,83.04931640625,58.6875,74.5107421875,58.6875,104.4169921875,42.375,131.349609375,72.28125,80.16064453125,72.28125,44.81689453125,72.28125,44.81689453125,72.28125,17.62939453125,113.0625,83.5166015625,99.46875,64.27294921875,88.59375,45.07177734375,61.40625,44.64697265625,45.09375,63.42333984375,28.78125,87.63720703125,75.png
14,341.8125,5.9189453125,276.5,213.8984375,87.09375,204.40771484375,87.09375,204.40771484375,119.75,237.57421875,348.34375,6.02099609375,87.09375,204.40771484375,172.0,133.890625,172.0,140.421875,139.34375,185.63037109375,322.21875,214.61279296875,204.65625,186.65087890625,172.0,140.421875,172.0,120.828125,139.34375,152.97412109375,158.9375,172.8740234375,490-2.png
15,33.5,219.7265625,60.84375,157.65380859375,84.28125,115.05126953125,107.71875,119.32373046875,142.875,162.841796875,138.96875,209.65576171875,92.09375,115.17333984375,103.8125,64.5751953125,107.71875,56.82373046875,127.25,21.97265625,53.03125,126.28173828125,64.75,87.40234375,88.1875,64.3310546875,123.34375,64.88037109375,131.15625,100.15869140625,131.15625,119.68994140625,49.png
16,319.4375,413.8974609375,260.59375,312.10302734375,294.21875,295.81591796875,361.46875,296.86669921875,403.5,364.7734375,411.90625,373.31103515625,327.84375,296.34130859375,302.625,144.634765625,302.625,136.228515625,302.625,35.353515625,100.875,267.576171875,168.125,218.189453125,252.1875,143.8466796875,361.46875,137.14794921875,420.3125,205.3173828125,445.53125,230.93017578125,185-3.png
17,219.125,248.486328125,179.75,190.99609375,162.25,151.34765625,122.875,150.732421875,79.125,193.798828125,52.875,241.513671875,140.375,151.005859375,149.125,76.767578125,153.5,59.3359375,157.875,15.654296875,179.75,147.24609375,188.5,121.1328125,184.125,77.314453125,118.5,76.2890625,105.375,124.208984375,92.25,154.62890625,380-2.png
18,66.5,141.0546875,109.0,101.71875,69.0,91.09375,86.5,91.3671875,116.5,101.8359375,121.5,129.4140625,76.5,91.2109375,86.5,43.8671875,84.0,38.828125,84.0,16.328125,26.5,62.9296875,49.0,58.28125,69.0,43.59375,101.5,46.6015625,109.0,64.21875,119.0,76.875,508-2.png
19,36.9375,160.4208984375,59.25,132.08203125,72.0,103.59375,84.75,106.98046875,107.0625,132.8291015625,107.0625,177.4541015625,81.5625,103.7431640625,91.125,68.830078125,94.3125,65.6923828125,103.875,37.154296875,36.9375,115.7958984375,59.25,81.08203125,78.375,65.443359375,107.0625,69.0791015625,113.4375,81.9287109375,113.4375,107.4287109375,202.png
20,28.5,101.3671875,42.5625,94.5556640625,47.25,75.87890625,61.3125,78.4423828125,56.625,92.431640625,87.09375,111.65771484375,56.625,76.025390625,56.625,36.181640625,56.625,36.181640625,75.375,20.068359375,28.5,77.9296875,35.53125,56.94580078125,42.5625,33.6181640625,73.03125,38.78173828125,80.0625,55.2978515625,80.0625,71.7041015625,359-3.png
21,379.0625,505.3759765625,351.875,387.138671875,261.25,276.97265625,188.75,257.71484375,107.1875,374.2529296875,43.75,491.07421875,225.0,267.34375,270.3125,141.1767578125,270.3125,113.9892578125,279.375,32.568359375,379.0625,360.3759765625,351.875,260.263671875,333.75,151.23046875,206.875,131.123046875,161.5625,221.0400390625,116.25,301.89453125,431-3.png
22,896.875,734.013671875,825.125,607.330078125,717.5,498.0234375,591.9375,513.9990234375,502.25,727.84765625,340.8125,779.1376953125,645.75,514.83984375,591.9375,191.1240234375,591.9375,155.2490234375,556.0625,11.1884765625,878.9375,410.8583984375,789.25,337.70703125,699.5625,192.8056640625,466.375,189.162109375,322.875,222.794921875,179.375,220.552734375,367.png
23,50.0,97.875,52.25,73.16015625,34.25,68.37890625,20.75,65.91796875,29.75,79.55859375,25.25,97.48828125,27.5,68.2734375,41.0,41.484375,41.0,41.484375,47.75,23.58984375,63.5,82.3359375,54.5,64.1953125,50.0,43.875,34.25,41.37890625,36.5,54.9140625,54.5,75.4453125,474-2.png
24,556.5625,690.5712890625,513.75,540.05859375,599.375,370.146484375,556.5625,326.6650390625,492.34375,539.72412109375,492.34375,839.41162109375,599.375,348.740234375,1027.5,248.3984375,1027.5,248.3984375,1198.75,400.91796875,1177.34375,743.08349609375,1091.71875,506.27685546875,1091.71875,249.40185546875,941.875,182.841796875,834.84375,459.45068359375,877.65625,652.77587890625,318-3.png
25,64.28125,200.86376953125,60.125,163.392578125,110.0,110.140625,139.09375,106.43896484375,139.09375,160.47021484375,180.65625,227.61962890625,122.46875,106.17919921875,80.90625,63.96728515625,76.75,59.74609375,51.8125,21.9501953125,47.65625,142.41650390625,60.125,105.205078125,60.125,71.955078125,101.6875,60.1357421875,126.625,106.244140625,134.9375,147.9365234375,431-2.png
26,148.0625,137.1572265625,160.9375,114.8271484375,122.3125,114.2236328125,99.78125,110.65283203125,86.90625,123.32666015625,54.71875,148.57373046875,112.65625,114.07275390625,109.4375,59.3037109375,109.4375,46.4287109375,115.875,17.560546875,154.5,105.0703125,141.625,85.556640625,128.75,62.82421875,90.125,55.783203125,67.59375,74.74365234375,48.28125,90.53564453125,185-2.png
27,106.3125,2.7236328125,59.0625,61.0478515625,54.0,49.15625,64.125,51.001953125,67.5,64.5546875,106.3125,2.7236328125,60.75,49.26171875,59.0625,23.9228515625,59.0625,23.9228515625,59.0625,8.7353515625,43.875,40.560546875,42.1875,30.4091796875,48.9375,20.3896484375,69.1875,25.7685546875,70.875,39.294921875,72.5625,52.8212890625,359-2.png
28,66.15625,156.28369140625,53.53125,124.52392578125,69.3125,96.3642578125,72.46875,96.41357421875,50.375,124.474609375,56.6875,159.2919921875,69.3125,96.3642578125,53.53125,67.71142578125,50.375,64.505859375,37.75,42.21484375,50.375,89.755859375,59.84375,83.59130859375,53.53125,67.71142578125,56.6875,67.7607421875,69.3125,86.8955078125,69.3125,105.8330078125,145-2.png
29,61.75,712.63671875,155.375,566.974609375,235.625,394.353515625,342.625,409.400390625,409.5,517.4453125,369.375,690.693359375,289.125,408.564453125,356.0,182.234375,356.0,155.484375,422.875,49.529296875,128.625,352.556640625,168.75,246.18359375,262.375,167.396484375,449.625,197.072265625,449.625,290.697265625,463.0,371.15625,183-4.png
30,73.6875,110.2451171875,114.625,114.978515625,151.46875,140.11669921875,155.5625,152.4619140625,73.6875,118.4326171875,61.40625,110.05322265625,147.375,140.052734375,180.125,99.626953125,184.21875,107.87841796875,184.21875,66.94091796875,126.90625,45.57666015625,151.46875,66.42919921875,171.9375,83.1240234375,188.3125,116.1298828125,126.90625,127.45166015625,135.09375,115.29833984375,244-2.png
31,29.375,98.318359375,38.25,78.48828125,64.875,58.935546875,69.3125,61.2236328125,73.75,85.69921875,84.84375,103.62255859375,67.09375,61.18896484375,42.6875,40.8388671875,42.6875,38.6201171875,29.375,20.662109375,29.375,62.818359375,38.25,56.30078125,33.8125,38.4814453125,49.34375,40.94287109375,67.09375,56.75146484375,56.0,65.453125,74.png
32,73.0,126.484375,68.0,101.40625,40.5,78.4765625,28.0,80.78125,33.0,103.359375,23.0,125.703125,33.0,80.859375,55.5,46.2109375,58.0,46.25,73.0,28.984375,73.0,81.484375,70.5,66.4453125,60.5,46.2890625,50.5,46.1328125,50.5,68.6328125,63.0,76.328125,60.png
33,42.6875,134.2919921875,51.4375,95.0537109375,47.0625,70.9228515625,60.1875,71.1279296875,58.0,95.15625,55.8125,132.3095703125,53.625,71.025390625,55.8125,38.2470703125,55.8125,38.2470703125,55.8125,16.3720703125,25.1875,81.5185546875,33.9375,57.5927734375,42.6875,40.2294921875,66.75,38.41796875,79.875,56.123046875,84.25,73.69140625,175.png
