,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,file
0,-0.1875,0.28125,-0.015079014,-0.140625,0.140625,0.16998783,-0.046875,-0.015625,-0.012308206,0.046875,0.015625,0.008154821,0.078125,0.171875,0.051827185,0.21875,0.28125,0.08352794,0.0,0.0,0.0,0.078125,-0.234375,-0.009791594,0.078125,-0.25,-0.036133934,0.125,-0.40625,-0.041184507,-0.15625,0.0,0.049075298,-0.09375,-0.109375,0.021984184,-0.015625,-0.234375,0.003883961,0.15625,-0.21875,-0.011179479,0.203125,-0.09375,0.06693552,0.28125,0.0,0.08989232,382-2.png
1,0.171875,0.28125,0.033766177,0.1875,0.140625,0.15258662,0.03125,0.0,-0.045793314,-0.03125,0.0,0.038489297,0.015625,0.109375,0.20219484,-0.0625,0.234375,0.032433998,0.0,0.0,0.0,0.140625,-0.234375,0.008755493,0.15625,-0.25,0.02850823,0.265625,-0.359375,-0.033859264,0.125,-0.078125,0.04156678,0.09375,-0.203125,-0.09498146,0.15625,-0.25,-0.012465127,0.125,-0.21875,0.033513825,0.03125,-0.09375,0.13863865,0.109375,-0.03125,0.11649052,262-2.png
2,-0.09375,0.359375,0.016994497,0.015625,0.234375,0.005835032,-0.03125,0.015625,-0.043474816,0.046875,0.0,0.043807045,0.09375,0.1875,0.15512021,0.203125,0.3125,0.052786984,0.0,0.0,0.0,0.140625,-0.140625,-0.047650393,0.140625,-0.140625,-0.1180269,0.1875,-0.28125,-0.043890703,-0.046875,0.09375,-0.11008885,0.046875,-0.03125,-0.12410399,0.078125,-0.140625,-0.09775058,0.203125,-0.15625,-0.07226401,0.234375,-0.046875,-0.0048747547,0.28125,0.0625,-0.011386333,537-2.png
3,-0.15625,0.390625,-0.0444682,-0.140625,0.171875,0.15915021,-0.046875,0.0,-0.02873792,0.0625,-0.015625,0.023091566,0.296875,0.078125,0.14614153,0.25,0.3125,-0.108661465,0.0,0.0,0.0,0.015625,-0.34375,-0.0049128924,0.015625,-0.40625,-0.056258667,0.03125,-0.5625,-0.056775622,-0.234375,-0.15625,-0.082907476,-0.1875,-0.21875,-0.021846578,-0.09375,-0.359375,-0.04366121,0.125,-0.34375,-0.019926315,0.234375,-0.234375,0.06820169,0.359375,-0.140625,0.02710748,476-2.png
4,-0.125,0.40625,-0.001968191,-0.125,0.203125,0.16659497,-0.0625,0.0,-0.005655515,0.078125,-0.015625,-0.012999698,0.21875,0.1875,0.16449408,0.3125,0.359375,-0.06340863,0.0,0.0,0.0,-0.015625,-0.28125,-0.00940049,0.0,-0.3125,-0.04715391,0.0,-0.453125,-0.043989375,-0.203125,-0.15625,-0.015560479,-0.203125,-0.265625,0.022009287,-0.109375,-0.28125,-0.031892084,0.09375,-0.28125,-0.014174909,0.140625,-0.234375,0.03722593,0.140625,-0.109375,0.019168902,63.png
5,-0.21875,0.421875,-0.13859752,-0.0625,0.15625,-0.20340031,-0.0625,0.0,-0.013735013,0.078125,0.0,0.012197839,0.25,0.125,-0.057158,0.140625,0.328125,-0.039421238,0.0,0.0,0.0,0.015625,-0.1875,-0.05171612,0.015625,-0.234375,-0.10883212,0.0,-0.390625,-0.06796673,-0.28125,0.125,-0.037996177,-0.171875,-0.015625,-0.033627566,-0.09375,-0.1875,-0.09099038,0.125,-0.1875,-0.08864492,0.234375,-0.046875,-0.030139806,0.34375,0.078125,-0.08557449,88.png
6,0.09375,0.265625,-0.027032062,-0.203125,0.09375,0.20702974,-0.03125,0.0,-0.007873336,0.03125,0.0,0.008005778,-0.21875,0.109375,0.17271324,-0.328125,0.296875,-0.026279751,0.0,0.0,0.0,0.015625,-0.21875,-0.021693101,0.015625,-0.25,-0.054972813,0.015625,-0.390625,-0.021339254,-0.296875,-0.1875,0.03541992,-0.171875,-0.1875,0.026796691,-0.078125,-0.21875,0.01270005,0.109375,-0.21875,-0.03469179,0.171875,-0.125,0.006881725,-0.015625,-0.125,-0.042659536,176.png
7,-0.203125,0.203125,0.011889696,-0.125,0.09375,0.16527764,0.03125,0.015625,0.027100971,-0.015625,0.0,-0.03431863,-0.171875,0.09375,0.070512265,-0.109375,0.28125,-0.044983674,0.0,0.0,0.0,-0.03125,-0.171875,-0.02304134,-0.03125,-0.15625,-0.030348837,-0.109375,-0.28125,-0.03525175,-0.125,-0.0625,0.18563241,-0.0625,-0.09375,0.098835334,0.0,-0.171875,0.017888363,-0.046875,-0.171875,-0.05534338,-0.140625,-0.109375,-0.07444418,-0.234375,-0.109375,0.030854495,323-3.png
8,0.171875,0.4375,0.03199264,0.21875,0.234375,0.14095457,0.046875,0.0,-0.013464746,-0.0625,0.0,0.024986466,-0.109375,0.25,0.19233717,-0.1875,0.4375,-0.03036737,0.0,0.0,0.0,0.0625,-0.234375,0.027086824,0.078125,-0.265625,0.055690803,0.125,-0.390625,-0.0028341643,0.21875,0.046875,-0.015074522,0.15625,-0.09375,-0.027784627,0.15625,-0.234375,0.024303736,-0.03125,-0.234375,0.05804454,-0.125,-0.109375,0.055920172,-0.1875,0.015625,0.054397006,406.png
9,-0.265625,0.234375,-0.06369508,-0.1875,0.078125,0.18967527,-0.046875,0.0,-0.0065427497,0.046875,0.0,0.005248445,0.140625,0.109375,0.12503491,0.28125,0.234375,-0.02680302,0.0,0.0,0.0,-0.03125,-0.1875,-0.018257212,-0.03125,-0.1875,-0.059377346,-0.03125,-0.359375,-0.07111038,-0.109375,0.0,-0.0079762265,-0.109375,-0.078125,-0.0053716786,-0.109375,-0.1875,-0.039139885,0.0625,-0.1875,-0.050612334,0.109375,-0.09375,-0.05423352,0.1875,0.03125,-0.07802699,360.png
10,-0.203125,0.390625,-0.06352817,-0.15625,0.15625,-0.018293306,-0.0625,0.015625,-0.0044213384,0.046875,0.0,0.0052993447,0.109375,0.1875,0.00732603,0.171875,0.375,-0.031053167,0.0,0.0,0.0,-0.03125,-0.140625,-0.030396592,-0.03125,-0.1875,-0.09395594,-0.046875,-0.328125,-0.06830137,-0.203125,0.125,-0.08176397,-0.171875,0.0,-0.021264393,-0.125,-0.140625,-0.07315576,0.078125,-0.15625,-0.08216828,0.125,-0.015625,-0.030926626,0.1875,0.15625,-0.0111528495,412.png
11,0.046875,0.234375,-0.019546788,0.125,0.109375,0.14716369,0.015625,-0.015625,-0.016413176,-0.015625,0.0,0.020792294,0.078125,0.09375,0.24000521,0.015625,0.234375,0.002222208,0.0,0.0,0.0,0.03125,-0.234375,0.0016237898,0.015625,-0.234375,-0.0017908786,0.078125,-0.375,0.007577246,-0.09375,-0.203125,0.07228681,-0.03125,-0.203125,0.059365265,0.0625,-0.21875,-0.023156725,-0.03125,-0.234375,-0.019273387,-0.140625,-0.203125,-0.0109240925,-0.15625,-0.203125,0.026992433,348.png
12,0.078125,0.171875,0.39059344,0.046875,-0.03125,0.34288156,0.046875,-0.015625,0.010686016,-0.046875,0.03125,-0.004349231,0.0,0.109375,0.51125276,0.125,0.1875,0.2598526,0.0,0.0,0.0,-0.125,-0.25,0.0071834615,-0.140625,-0.265625,0.007921128,-0.21875,-0.375,-0.003000705,0.171875,-0.34375,-0.030739212,0.0625,-0.28125,-0.00015074224,-0.046875,-0.28125,-0.03599811,-0.21875,-0.234375,-0.0051072277,-0.328125,-0.1875,0.0008914771,-0.4375,-0.21875,0.00075680995,437-3.png
13,0.140625,0.234375,-0.034881946,0.21875,0.078125,0.18340518,0.0625,0.015625,-0.03139004,-0.078125,-0.03125,0.016766971,-0.078125,0.140625,0.2328055,-0.171875,0.296875,0.054915443,0.0,0.0,0.0,0.0,-0.203125,0.017040627,0.0,-0.203125,0.047025535,0.0,-0.359375,-0.011551792,0.234375,0.015625,0.13458924,0.15625,-0.09375,0.0627578,0.09375,-0.203125,0.03885651,-0.0625,-0.203125,0.04070659,-0.15625,-0.09375,0.049989946,-0.25,0.046875,0.058245298,75.png
14,0.609375,-0.484375,0.36176884,0.453125,0.015625,0.14034583,0.0,0.0,-0.04300336,0.0,0.0,0.038367726,0.078125,0.078125,0.11094144,0.625,-0.484375,0.349781,0.0,0.0,0.0,0.203125,-0.171875,-0.052635245,0.203125,-0.15625,-0.089045405,0.125,-0.046875,-0.16450612,0.5625,0.015625,-0.13702796,0.28125,-0.046875,0.022844847,0.203125,-0.15625,-0.09688643,0.203125,-0.203125,-0.08885493,0.125,-0.125,-0.025040457,0.171875,-0.078125,0.06065787,490-2.png
15,-0.234375,0.421875,-0.041622296,-0.125,0.171875,0.025501736,-0.03125,0.0,-0.0175387,0.0625,0.015625,0.024005024,0.203125,0.1875,0.21696508,0.1875,0.375,0.033948462,0.0,0.0,0.0,0.046875,-0.203125,-0.041846804,0.0625,-0.234375,-0.09990837,0.140625,-0.375,-0.099207886,-0.15625,0.046875,-0.06493937,-0.109375,-0.109375,-0.08210545,-0.015625,-0.203125,-0.10623643,0.125,-0.203125,-0.046768945,0.15625,-0.0625,0.06613345,0.15625,0.015625,0.04177905,49.png
16,-0.015625,0.21875,-0.05285195,-0.125,0.03125,-0.0028653033,-0.0625,0.0,0.01044459,0.0625,0.0,-0.008949661,0.140625,0.125,0.2481412,0.15625,0.140625,0.1836305,0.0,0.0,0.0,-0.046875,-0.28125,-0.018501732,-0.046875,-0.296875,-0.08374831,-0.046875,-0.484375,-0.036074076,-0.421875,-0.046875,-0.034798943,-0.296875,-0.140625,0.009926277,-0.140625,-0.28125,-0.03660629,0.0625,-0.296875,-0.041055206,0.171875,-0.171875,0.0056901537,0.21875,-0.125,-0.004132623,185-3.png
